mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.753651502189292,1747292766,,False,1,f382d_00000,2025-05-15_07-06-06,49.18348217010498,49.18348217010498,37673,teamehailu-head,192.168.2.160,49.18348217010498,1
