mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7527263933983169,1747299253,,False,1,c59a5_00009,2025-05-15_08-54-13,93.47243070602417,93.47243070602417,38895,teamehailu-head,192.168.2.160,93.47243070602417,1
