accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6002750283971187,1747248007,,False,1,c9228_00000,2025-05-14_18-40-07,29.562978982925415,29.562978982925415,34140,teame-worker2,192.168.2.232,29.562978982925415,1
