mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.48759813170559657,1747299311,,False,1,c59a5_00011,2025-05-15_08-55-11,89.68893933296204,89.68893933296204,40085,teame-worker2,192.168.2.232,89.68893933296204,1
