accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.48759922342980794,1747249363,,False,1,c9228_00014,2025-05-14_19-02-43,151.93790459632874,151.93790459632874,35458,teame-worker2,192.168.2.232,151.93790459632874,1
