accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6338680245442606,1747248906,,False,1,c9228_00010,2025-05-14_18-55-06,56.286927223205566,56.286927223205566,35080,teame-worker2,192.168.2.232,56.286927223205566,1
