accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.48759922342980794,1747248964,,False,1,c9228_00011,2025-05-14_18-56-04,54.934444427490234,54.934444427490234,35173,teame-worker2,192.168.2.232,54.934444427490234,1
