mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.753651502189292,1747258960,,False,1,3d602_00000,2025-05-14_21-42-40,49.49195098876953,49.49195098876953,33572,teamehailu-head,192.168.2.160,49.49195098876953,1
