mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6665167850788178,1747254037,,False,1,2272a_00013,2025-05-14_20-20-37,260.7041916847229,260.7041916847229,35971,teame-worker2,192.168.2.232,260.7041916847229,1
