accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.48759922342980794,1747248278,,False,1,c9228_00005,2025-05-14_18-44-38,76.92518210411072,76.92518210411072,34608,teame-worker2,192.168.2.232,76.92518210411072,1
