accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6139219477404158,1747248117,,False,1,c9228_00003,2025-05-14_18-41-57,44.85393571853638,44.85393571853638,34420,teame-worker2,192.168.2.232,44.85393571853638,1
