accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6159200611656946,1747248039,,False,1,c9228_00001,2025-05-14_18-40-39,29.242153644561768,29.242153644561768,34233,teame-worker2,192.168.2.232,29.242153644561768,1
