accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6226290327031091,1747248559,,False,1,c9228_00007,2025-05-14_18-49-19,224.36001110076904,224.36001110076904,34797,teame-worker2,192.168.2.232,224.36001110076904,1
