accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.610815311966075,1747249468,,False,1,c9228_00015,2025-05-14_19-04-28,102.66157126426697,102.66157126426697,35552,teame-worker2,192.168.2.232,102.66157126426697,1
