mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.666699656202539,1747259793,,False,1,3d602_00010,2025-05-14_21-56-33,97.04599928855896,97.04599928855896,33571,teamehailu-head,192.168.2.160,97.04599928855896,1
