mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.668293857413348,1747298523,,False,1,0baab_00016,2025-05-15_08-42-03,879.1780230998993,879.1780230998993,38455,teamehailu-head,192.168.2.160,879.1780230998993,1
