mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8861037526715648,1747299381,,False,1,c59a5_00012,2025-05-15_08-56-21,154.4609146118164,154.4609146118164,38925,teamehailu-head,192.168.2.160,154.4609146118164,1
