accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.6047758564040574,1747248333,,False,1,c9228_00006,2025-05-14_18-45-33,52.734432220458984,52.734432220458984,34704,teame-worker2,192.168.2.232,52.734432220458984,1
