mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.753651502189292,1747297099,,False,1,0baab_00000,2025-05-15_08-18-19,46.70716667175293,46.70716667175293,39901,teame-worker2,192.168.2.232,46.70716667175293,1
