mean_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.668293857413348,1747294952,,False,1,f382d_00016,2025-05-15_07-42-32,905.4452700614929,905.4452700614929,37701,teamehailu-head,192.168.2.160,905.4452700614929,1
